,loss,acc,val_loss,val_acc,lr
0,19.403746262192726,0.8810820579528809,40.91152764301674,0.5551078915596008,0.0010000000474974513
1,12.608220733702183,0.9187865257263184,11.50374348490846,0.9319913983345032,0.0010000000474974513
2,11.011767918244004,0.9288144111633301,98.78977173449947,0.5322442650794983,0.0010000000474974513
3,10.114737696014345,0.9346097707748413,16.4741774633819,0.9197624921798706,0.0010000000474974513
4,9.472093877382576,0.9386963248252869,89.4456314760096,0.5580210089683533,0.0010000000474974513
5,8.250535412691534,0.9467101693153381,7.524266025599311,0.9538052678108215,0.00010000000474974513
6,8.008567039854825,0.9482872486114502,7.484800759483786,0.9536763429641724,0.00010000000474974513
7,7.893040772527456,0.9490145444869995,7.4211008034500425,0.9537546038627625,0.00010000000474974513
8,7.763453029096127,0.9498864412307739,7.279794847264009,0.9550879001617432,0.00010000000474974513
9,7.621735552325845,0.95079106092453,7.075726663365083,0.956316351890564,0.00010000000474974513
10,7.587255143560469,0.9509496688842773,7.052036434996362,0.9565054178237915,0.00010000000474974513
11,7.446967884898186,0.9518408179283142,6.890514191459207,0.9574177861213684,0.00010000000474974513
12,7.339060401543975,0.9525335431098938,6.886390260621613,0.9576001763343811,0.00010000000474974513
13,7.231108101084828,0.9532596468925476,6.815914831909478,0.9578787088394165,0.00010000000474974513
14,7.18151821475476,0.9535385966300964,7.405177135093539,0.9539225101470947,0.00010000000474974513
15,7.11272291559726,0.953946590423584,6.761612125471527,0.9583446979522705,0.00010000000474974513
16,7.068612640723586,0.9541683197021484,6.653165036556768,0.9586154818534851,0.00010000000474974513
17,6.968103877268732,0.9548907279968262,6.551412722643684,0.9594263434410095,0.00010000000474974513
18,6.911857565864921,0.9552398920059204,6.54873522122701,0.9592500329017639,0.00010000000474974513
19,6.860889528878033,0.9555256366729736,6.4984240578670125,0.9594890475273132,0.00010000000474974513
20,6.754102138802409,0.9562819004058838,6.910639164494533,0.958704948425293,0.00010000000474974513
21,6.6997405011206865,0.9565969705581665,6.436981067937963,0.9601898789405823,0.00010000000474974513
22,6.658332717604935,0.9568374156951904,6.5040880324793795,0.9599539041519165,0.00010000000474974513
23,6.59596106223762,0.9572347402572632,6.3881308377957815,0.9602910280227661,0.00010000000474974513
24,6.528891336172819,0.9576812982559204,6.439177994634591,0.9606642127037048,0.00010000000474974513
